Customer_ID,Name,Age,Gender,Email,Phone,Address,City,State,Country,Zip,Registration_Date,Last_Login,Account_Balance,Subscription_Status,Feedback_Score,Preferred_Language,Device_Type,Referral_Code,Purchase_Count
CUST4320,Sam,35,F,user181@example.com,,789 Blvd,,CA,USA,,,,1000,,5,French,,,
CUST4878,Jane Smith,35,Male,user107@example.com,9123456780,456 Ave,Los Angeles,,,,,,250.5,Active,5,Spanish,Mobile,REF123,2
CUST9618,Sam,50,Female,user328@example.com,9988776655,,Chicago,TX,USA,10001,1/1/2021,5/5/2023,1000,,5,,Tablet,REF456,0
CUST8477,John Doe,25,M,user696@example.com,9123456780,123 St,Los Angeles,,USA,90001,11/20/2019,5/5/2023,250.5,Active,4,English,,REF456,2
CUST7635,Sam,30,Other,user97@example.com,,123 St,Los Angeles,,,10001,1/1/2021,,0,Inactive,1,,,,1
CUST8911,,30,F,user673@example.com,9876543210,123 St,New York,,US,90001,6/15/2020,12/1/2022,0,Active,2,French,,,1
CUST7258,,,,user941@example.com,9988776655,789 Blvd,Chicago,CA,,,,5/5/2023,1000,,5,Spanish,Mobile,,2
CUST6485,Sam,50,F,user503@example.com,,789 Blvd,Los Angeles,IL,USA,90001,,5/5/2023,,Cancelled,2,English,Desktop,,
CUST5813,,50,Other,user559@example.com,9988776655,789 Blvd,New York,NY,,60601,1/1/2021,12/1/2022,0,,1,Spanish,,,3
CUST1867,John Doe,45,Male,user703@example.com,,789 Blvd,Chicago,,US,,1/1/2021,12/1/2022,1000,Inactive,5,English,Desktop,,0
CUST3137,,25,Female,,9988776655,456 Ave,New York,CA,USA,90001,11/20/2019,,250.5,Active,3,,,REF456,0
CUST2999,Alice,25,F,user2@example.com,9123456780,123 St,,CA,US,,11/20/2019,,,Active,1,Spanish,,,1
,Jane Smith,45,Other,,,,Houston,,,,,,0,Cancelled,4,English,Mobile,,0
CUST4109,Jane Smith,40,F,user853@example.com,9876543210,,Chicago,,,90001,1/1/2021,,1000,Cancelled,4,,,REF123,3
CUST9794,Alice,50,M,user333@example.com,9123456780,,New York,TX,,60601,6/15/2020,,100,,5,English,Desktop,REF456,1
CUST3582,Jane Smith,40,Male,user246@example.com,9876543210,,New York,CA,USA,90001,,12/1/2022,1000,Active,5,French,,,0
CUST7360,Alice,25,,user444@example.com,9988776655,123 St,,,US,,6/15/2020,,250.5,Inactive,4,English,Tablet,,
CUST1244,,45,F,user826@example.com,9876543210,456 Ave,Los Angeles,NY,,60601,11/20/2019,,250.5,Inactive,5,French,,REF123,3
,John Doe,45,Other,user211@example.com,9988776655,,,TX,US,60601,,5/5/2023,1000,,3,Spanish,,,1
CUST7787,,,Male,,,123 St,Houston,TX,US,,6/15/2020,,0,,3,French,Tablet,,3
CUST7024,Alice,45,,user996@example.com,9876543210,,,TX,,10001,1/1/2021,5/5/2023,0,Inactive,5,Spanish,Desktop,,
CUST8827,Alice,45,,user309@example.com,,,Los Angeles,TX,,60601,11/20/2019,,1000,,,,Desktop,REF123,3
CUST1721,,30,M,user666@example.com,9876543210,,Houston,CA,USA,60601,11/20/2019,5/5/2023,,,,,,REF123,
CUST9747,,40,Female,user498@example.com,,,Chicago,NY,,10001,6/15/2020,12/1/2022,100,,2,Spanish,,REF456,
CUST4456,Sam,35,Other,user782@example.com,,456 Ave,Houston,TX,,60601,11/20/2019,,250.5,Active,1,French,,,3
CUST9853,John Doe,40,Other,,,456 Ave,New York,,USA,,6/15/2020,5/5/2023,,,,,Desktop,,1
CUST1193,,45,Other,user753@example.com,9123456780,789 Blvd,Houston,TX,US,,1/1/2021,,100,,4,French,,REF123,3
CUST3784,,45,Other,,9988776655,,New York,,US,90001,1/1/2021,12/1/2022,1000,,5,Spanish,Mobile,REF123,
CUST7144,Alice,,Female,user346@example.com,9123456780,789 Blvd,Chicago,TX,USA,,6/15/2020,5/5/2023,1000,,4,,Mobile,,1
CUST3604,Sam,30,Other,user888@example.com,,789 Blvd,,CA,,90001,6/15/2020,12/1/2022,,Inactive,1,Spanish,Desktop,,
CUST1427,,25,F,user801@example.com,9988776655,123 St,Chicago,IL,USA,,6/15/2020,,1000,Cancelled,3,Spanish,Tablet,,1
CUST6973,,,Male,user856@example.com,9988776655,,,NY,US,90001,1/1/2021,,1000,Cancelled,2,Spanish,,REF123,0
CUST7861,Alice,35,Other,,,,New York,IL,,,6/15/2020,,250.5,Active,5,English,Desktop,,3
,,35,Male,user523@example.com,,,New York,TX,,10001,11/20/2019,12/1/2022,100,Inactive,5,English,Mobile,REF123,2
CUST2937,,35,M,user502@example.com,9123456780,789 Blvd,New York,,USA,,,,100,,1,,Mobile,REF456,2
CUST7115,Jane Smith,50,Male,user372@example.com,9123456780,456 Ave,,IL,,,1/1/2021,,0,,4,,Mobile,,
CUST7584,Sam,30,F,user274@example.com,,,,NY,US,,11/20/2019,,,Inactive,1,English,,REF456,3
CUST4267,,,Female,user202@example.com,,123 St,Houston,CA,USA,60601,6/15/2020,,250.5,Cancelled,5,,Desktop,,
CUST9869,Alice,35,F,user829@example.com,,123 St,,,US,60601,11/20/2019,,0,Cancelled,,,,,3
CUST6713,John Doe,30,,user344@example.com,,456 Ave,Los Angeles,,,,,,1000,Cancelled,4,English,Tablet,,
CUST7497,Sam,25,Female,user701@example.com,9123456780,,New York,IL,US,90001,,,,Active,,French,,,2
CUST5333,Alice,40,,,9988776655,789 Blvd,Chicago,CA,US,90001,11/20/2019,12/1/2022,0,Active,4,,,REF123,3
CUST1880,Alice,50,Other,user380@example.com,9123456780,,,NY,,90001,1/1/2021,,100,Cancelled,,,Mobile,REF456,3
CUST9791,John Doe,,F,user625@example.com,9123456780,,Houston,CA,USA,10001,,12/1/2022,1000,Inactive,3,French,,REF123,
CUST9489,Alice,35,M,user117@example.com,,,New York,,USA,,6/15/2020,,,Cancelled,,English,Desktop,REF123,0
CUST8159,,45,,user697@example.com,,123 St,,NY,US,90001,11/20/2019,,0,,4,English,,,1
CUST5400,,40,M,user271@example.com,9876543210,,,,,60601,11/20/2019,5/5/2023,,,3,English,,,3
CUST9109,Sam,50,Female,,9123456780,123 St,Chicago,TX,USA,,1/1/2021,,100,,2,,,REF123,
CUST1580,Sam,40,M,user782@example.com,,789 Blvd,New York,,USA,90001,11/20/2019,12/1/2022,1000,,5,Spanish,Desktop,REF123,0
CUST6783,Jane Smith,40,Female,user353@example.com,,456 Ave,Houston,CA,,10001,1/1/2021,,,,2,,,REF456,0
CUST8691,Alice,,M,user136@example.com,,789 Blvd,New York,NY,USA,,11/20/2019,,0,Cancelled,3,French,Desktop,,3
CUST1143,John Doe,30,Male,user626@example.com,9988776655,789 Blvd,,NY,,,,,0,,,,Mobile,,3
CUST1667,,35,M,,,,New York,,,,,,1000,Active,5,,Desktop,,1
CUST5250,Sam,50,Other,user943@example.com,9988776655,456 Ave,New York,IL,,,1/1/2021,5/5/2023,0,,1,,,,1
CUST7853,,25,,,,789 Blvd,New York,,,10001,11/20/2019,,1000,Cancelled,4,,Mobile,,
CUST4553,Sam,40,F,user914@example.com,9123456780,123 St,,NY,USA,10001,11/20/2019,,250.5,,5,English,,,3
CUST2933,John Doe,,Male,user660@example.com,9123456780,456 Ave,Houston,TX,,10001,11/20/2019,,250.5,Active,3,,Mobile,,2
CUST3368,John Doe,50,Male,,9988776655,,New York,,USA,,6/15/2020,12/1/2022,,Inactive,4,,Tablet,,0
CUST6367,John Doe,45,F,user705@example.com,9876543210,,Houston,NY,US,90001,6/15/2020,,100,,1,,Mobile,REF123,3
CUST4808,Jane Smith,,Male,user866@example.com,9988776655,,,CA,US,,11/20/2019,12/1/2022,1000,,2,Spanish,,,0
CUST7922,Jane Smith,,Female,user988@example.com,9988776655,123 St,Chicago,TX,,60601,,,1000,Cancelled,3,,Mobile,REF456,3
CUST5361,Sam,25,,user392@example.com,9988776655,,,,USA,,1/1/2021,12/1/2022,1000,Cancelled,3,,Tablet,REF456,
CUST7452,Jane Smith,30,F,,,789 Blvd,New York,NY,US,,,5/5/2023,100,Cancelled,4,English,Mobile,,
CUST2082,Alice,40,F,user141@example.com,9988776655,123 St,Chicago,NY,USA,,1/1/2021,,250.5,Inactive,5,French,,,1
CUST8694,Sam,50,Other,,9876543210,123 St,Chicago,,US,10001,1/1/2021,,100,Cancelled,3,French,,REF456,
CUST5192,,40,M,,9123456780,123 St,Los Angeles,TX,USA,90001,6/15/2020,,,,,,Tablet,REF456,
CUST9097,,,F,user919@example.com,9123456780,,Chicago,,US,90001,11/20/2019,,250.5,Cancelled,3,French,Tablet,,
CUST1064,John Doe,40,,,,,Houston,,US,60601,6/15/2020,,100,Cancelled,3,,Tablet,REF456,0
CUST1556,Alice,35,Other,user844@example.com,9123456780,,Houston,TX,,10001,,5/5/2023,250.5,,5,English,Tablet,,2
CUST3794,Jane Smith,35,Male,user724@example.com,,123 St,Chicago,IL,,10001,1/1/2021,12/1/2022,100,,,Spanish,Tablet,,
CUST1074,,40,Other,user475@example.com,9988776655,123 St,Los Angeles,CA,US,,6/15/2020,,100,Inactive,3,English,Mobile,REF456,
CUST2276,Alice,35,,user735@example.com,9988776655,456 Ave,,IL,US,60601,,,,Cancelled,1,French,Mobile,REF456,
CUST7482,Alice,35,M,user437@example.com,9876543210,,,TX,,,6/15/2020,,100,Cancelled,4,Spanish,Desktop,REF123,
CUST3508,Sam,50,Other,user494@example.com,,123 St,New York,,,,6/15/2020,5/5/2023,1000,Inactive,1,French,Tablet,REF123,
CUST2427,Sam,,Female,user603@example.com,9988776655,123 St,Houston,,US,10001,1/1/2021,12/1/2022,250.5,Active,1,French,Mobile,,1
CUST9104,Sam,30,Male,user886@example.com,,456 Ave,Houston,IL,,,1/1/2021,12/1/2022,250.5,,3,French,,REF123,3
CUST1087,John Doe,50,M,user366@example.com,9988776655,123 St,,,US,60601,11/20/2019,,0,Cancelled,5,Spanish,Mobile,,1
CUST1029,John Doe,25,Male,user126@example.com,9876543210,,New York,NY,US,10001,11/20/2019,,1000,Inactive,3,French,,,
CUST2685,Alice,40,Female,user964@example.com,9876543210,,Chicago,IL,US,60601,1/1/2021,5/5/2023,100,,5,French,Tablet,REF123,
CUST9339,Jane Smith,50,Male,user623@example.com,9123456780,,Chicago,NY,US,90001,1/1/2021,,100,,4,,Tablet,,0
CUST4583,,35,Other,user943@example.com,9876543210,456 Ave,Chicago,,USA,90001,,5/5/2023,250.5,Cancelled,1,Spanish,Mobile,REF456,
CUST6726,,35,F,user747@example.com,9123456780,,Houston,,,,1/1/2021,5/5/2023,250.5,Active,,English,,REF456,0
CUST2025,Sam,35,,user180@example.com,9988776655,789 Blvd,New York,NY,US,90001,,12/1/2022,0,Cancelled,3,,,REF123,
CUST8604,,,M,user48@example.com,9988776655,123 St,Chicago,,USA,90001,1/1/2021,,250.5,Active,1,English,,REF123,
CUST7671,Sam,40,Male,user610@example.com,9988776655,,Chicago,CA,,,1/1/2021,5/5/2023,250.5,Cancelled,1,Spanish,Mobile,REF123,1
CUST9469,Sam,45,Male,user524@example.com,,123 St,Chicago,TX,,10001,,,250.5,Active,,French,Tablet,,3
CUST4199,Sam,,F,user890@example.com,9988776655,789 Blvd,Houston,,,10001,11/20/2019,,0,,1,French,Mobile,REF123,
CUST1741,Sam,,Female,,,,,,,,6/15/2020,5/5/2023,,Active,4,Spanish,Desktop,,2
CUST1333,,45,Female,user266@example.com,,789 Blvd,Houston,CA,USA,,,,250.5,,,English,Desktop,REF456,0
CUST1801,Jane Smith,25,,,,123 St,,,US,,11/20/2019,,250.5,Active,5,,Desktop,REF123,3
CUST3125,,50,,user445@example.com,,,,,,60601,,,100,Cancelled,4,,Mobile,,3
CUST1837,John Doe,50,F,user527@example.com,9123456780,123 St,Houston,CA,,90001,,,,,3,Spanish,Desktop,,
CUST3188,,25,Other,user740@example.com,9123456780,123 St,,TX,,60601,6/15/2020,,,,1,,,,3
CUST9461,,35,M,user896@example.com,9123456780,123 St,Chicago,NY,,10001,,,,,,Spanish,Desktop,,2
CUST4364,John Doe,50,Female,,,789 Blvd,Los Angeles,,USA,10001,,5/5/2023,,Active,1,,,REF456,1
CUST8696,Alice,45,Other,user278@example.com,9988776655,,New York,,,,1/1/2021,12/1/2022,0,Cancelled,1,French,,,1
CUST6922,Alice,,Female,user307@example.com,9123456780,,Houston,CA,USA,,11/20/2019,,100,Active,3,English,,REF456,2
CUST2960,Alice,25,Other,user54@example.com,9123456780,456 Ave,Los Angeles,IL,,,11/20/2019,,,,4,,Tablet,,
CUST2166,Sam,,Other,user344@example.com,9876543210,789 Blvd,,,,90001,1/1/2021,,0,Active,1,Spanish,Tablet,REF456,
CUST3806,Sam,40,,user888@example.com,,456 Ave,Chicago,TX,USA,90001,11/20/2019,12/1/2022,100,,2,,,REF456,1
CUST4497,Jane Smith,30,Male,user32@example.com,,789 Blvd,,NY,,60601,6/15/2020,5/5/2023,250.5,,,English,,,3
CUST8535,John Doe,35,Female,user443@example.com,9123456780,123 St,Los Angeles,,,60601,1/1/2021,5/5/2023,,Inactive,1,English,,REF123,1
CUST7357,Jane Smith,25,Female,user821@example.com,,,,CA,USA,,11/20/2019,12/1/2022,250.5,Active,5,,,REF123,
CUST9518,Jane Smith,40,Male,,9988776655,,,NY,,90001,1/1/2021,5/5/2023,100,Active,5,Spanish,,,3
CUST5736,Jane Smith,40,Other,user1@example.com,9988776655,456 Ave,Los Angeles,,US,90001,1/1/2021,,0,Active,2,French,,REF456,0
CUST8092,John Doe,40,F,user766@example.com,,,Chicago,,US,,1/1/2021,5/5/2023,1000,Cancelled,3,,,REF456,1
CUST2783,Alice,,,user461@example.com,9988776655,123 St,Los Angeles,,US,60601,,,100,Inactive,,English,Tablet,REF456,2
CUST5132,Alice,40,F,,9123456780,123 St,New York,CA,,,,,,Active,,,Desktop,REF123,3
CUST8032,Sam,35,M,user285@example.com,,456 Ave,Houston,IL,,,1/1/2021,,0,Cancelled,2,,,,
CUST4749,Jane Smith,35,Female,,9876543210,456 Ave,New York,TX,,10001,1/1/2021,12/1/2022,250.5,Active,5,English,,REF123,
CUST2723,Jane Smith,25,Female,,,123 St,,IL,,60601,6/15/2020,5/5/2023,,Active,3,,,REF456,1
CUST6620,Alice,,Male,user928@example.com,,123 St,Los Angeles,NY,,60601,11/20/2019,12/1/2022,0,,4,,Desktop,REF123,
CUST5554,Alice,25,M,user928@example.com,,123 St,New York,TX,,90001,1/1/2021,,0,Inactive,4,Spanish,,REF456,
CUST2109,,45,,user555@example.com,,789 Blvd,Chicago,,US,,6/15/2020,5/5/2023,1000,Active,5,English,Mobile,REF123,3
CUST3675,John Doe,35,,user90@example.com,,789 Blvd,Los Angeles,,,60601,,,1000,,5,Spanish,,REF456,3
CUST7014,Alice,50,Female,user613@example.com,9988776655,123 St,Los Angeles,,,90001,6/15/2020,,0,Cancelled,5,,Tablet,REF456,
CUST1844,Sam,45,,user677@example.com,9988776655,456 Ave,Los Angeles,CA,US,10001,,5/5/2023,,Cancelled,4,English,Tablet,REF456,0
CUST7311,Alice,40,,user892@example.com,,123 St,New York,NY,,,11/20/2019,,1000,Active,2,,Tablet,REF456,
CUST8182,Sam,40,Female,user129@example.com,9876543210,123 St,New York,NY,USA,,11/20/2019,12/1/2022,0,Cancelled,1,,Desktop,,3
CUST3461,John Doe,50,,user379@example.com,9988776655,789 Blvd,Chicago,,US,10001,1/1/2021,5/5/2023,,Cancelled,3,English,,REF456,1
CUST7884,,45,F,user557@example.com,,123 St,Los Angeles,CA,USA,10001,1/1/2021,,,Cancelled,5,,Tablet,REF456,2
CUST7323,Sam,25,,user527@example.com,,,New York,NY,,10001,,5/5/2023,0,Active,,,Desktop,,2
CUST4990,,,Other,,,,New York,,USA,,,5/5/2023,250.5,,2,,Tablet,,
CUST2523,Jane Smith,30,Other,user953@example.com,9876543210,789 Blvd,Los Angeles,TX,,90001,1/1/2021,,250.5,Inactive,1,French,Tablet,REF123,0
CUST4513,Jane Smith,30,M,user70@example.com,,123 St,Houston,TX,US,,,12/1/2022,0,Active,,English,,,2
CUST7264,John Doe,45,Other,user873@example.com,,456 Ave,Chicago,,USA,60601,11/20/2019,5/5/2023,1000,,2,,Desktop,,
CUST6483,Jane Smith,40,F,user544@example.com,,,Chicago,,US,,11/20/2019,12/1/2022,,,4,Spanish,,REF456,
CUST4404,Alice,25,Female,user103@example.com,9988776655,789 Blvd,New York,CA,,90001,1/1/2021,,,Cancelled,5,English,Desktop,REF456,3
CUST4619,Jane Smith,40,F,user426@example.com,9876543210,456 Ave,Los Angeles,NY,US,,6/15/2020,,250.5,,,,Mobile,,
CUST1800,Alice,45,Other,user299@example.com,9876543210,456 Ave,Chicago,,USA,,1/1/2021,5/5/2023,,Active,3,French,Tablet,REF123,2
CUST8637,,50,M,user65@example.com,,,Los Angeles,TX,,10001,11/20/2019,,1000,Active,2,,Tablet,REF456,
CUST1882,John Doe,25,M,user887@example.com,9988776655,789 Blvd,New York,TX,,10001,6/15/2020,,250.5,Active,3,,,REF123,
CUST9339,John Doe,25,Male,user40@example.com,9123456780,123 St,Houston,CA,,90001,1/1/2021,12/1/2022,250.5,,,,,REF123,1
CUST8556,,50,Female,user512@example.com,9988776655,,New York,NY,,,6/15/2020,,0,Cancelled,2,Spanish,Desktop,REF456,2
CUST8772,Jane Smith,45,Female,,9988776655,789 Blvd,New York,IL,,,,,,,4,,,,1
CUST1396,,50,,user910@example.com,9876543210,456 Ave,Houston,NY,,60601,1/1/2021,,250.5,Inactive,4,Spanish,,REF123,
CUST7689,John Doe,,,user609@example.com,9876543210,,,CA,US,10001,1/1/2021,,250.5,Active,1,Spanish,,REF123,3
CUST9585,,30,,user332@example.com,,,Chicago,,US,10001,1/1/2021,,1000,Inactive,1,Spanish,,,3
CUST2612,Alice,30,,,,123 St,New York,,USA,,6/15/2020,,100,Cancelled,3,,Tablet,,1
CUST6605,,50,Other,user638@example.com,,,Los Angeles,,USA,10001,6/15/2020,12/1/2022,,Cancelled,2,,,,0
CUST9186,Alice,30,Other,user457@example.com,9988776655,789 Blvd,Chicago,,,90001,11/20/2019,5/5/2023,100,,1,French,Desktop,,0
CUST1731,,45,,user692@example.com,,456 Ave,,CA,,,6/15/2020,5/5/2023,250.5,Inactive,1,,,,
CUST1238,Sam,25,F,user633@example.com,9988776655,123 St,Houston,CA,,10001,6/15/2020,,0,,5,,,REF123,
CUST4367,,,Female,,,456 Ave,New York,,,,,,100,,3,French,Tablet,,0
CUST3970,John Doe,,Male,user791@example.com,9876543210,789 Blvd,Chicago,,,90001,,,250.5,,5,,,,
CUST3701,,40,M,user130@example.com,9123456780,,,NY,,60601,6/15/2020,,100,Inactive,1,,,REF456,3
CUST8255,Jane Smith,30,Male,,,123 St,Los Angeles,,US,,1/1/2021,5/5/2023,0,Cancelled,2,,Desktop,REF123,
CUST6948,Sam,35,,user472@example.com,9123456780,,Los Angeles,NY,,,1/1/2021,12/1/2022,100,Cancelled,1,,Mobile,REF456,2
CUST5394,John Doe,45,Female,user90@example.com,9876543210,,Houston,TX,US,,1/1/2021,5/5/2023,250.5,Inactive,,English,Mobile,,
CUST3118,Sam,50,Other,user448@example.com,9988776655,789 Blvd,Los Angeles,,USA,,6/15/2020,12/1/2022,0,Active,,English,Mobile,REF456,3
CUST5718,Jane Smith,30,Female,user59@example.com,9876543210,456 Ave,Houston,IL,,10001,11/20/2019,,,Active,4,,Tablet,REF456,3
CUST8236,Alice,45,M,user472@example.com,9123456780,,Los Angeles,,US,10001,1/1/2021,5/5/2023,,,3,English,Mobile,REF123,2
CUST5798,John Doe,25,Female,user954@example.com,,,Los Angeles,TX,US,,11/20/2019,,100,Active,,,Desktop,REF123,
CUST6021,Sam,25,Female,user149@example.com,9876543210,789 Blvd,Los Angeles,TX,US,,11/20/2019,12/1/2022,250.5,,,,,,
CUST5076,John Doe,45,Other,user226@example.com,9876543210,789 Blvd,New York,NY,USA,,,5/5/2023,,Active,,Spanish,,REF123,1
CUST9044,John Doe,30,Other,,,,Los Angeles,NY,,90001,6/15/2020,,0,Cancelled,4,Spanish,Tablet,REF456,
CUST2552,Alice,30,F,user806@example.com,9876543210,,,CA,,60601,11/20/2019,,,Cancelled,,English,Desktop,REF456,2
CUST1253,,,Other,user17@example.com,9123456780,789 Blvd,,IL,,60601,11/20/2019,,100,Cancelled,,Spanish,,,1
CUST6359,Jane Smith,35,M,user483@example.com,,123 St,,,,,11/20/2019,12/1/2022,0,,5,English,,,
CUST4177,Alice,25,Male,user699@example.com,,789 Blvd,Los Angeles,CA,,90001,11/20/2019,12/1/2022,0,Active,2,,Mobile,,3
CUST8768,Jane Smith,30,,user141@example.com,9988776655,123 St,New York,,USA,90001,11/20/2019,12/1/2022,100,,,English,,REF123,
CUST7599,Sam,40,M,user926@example.com,9988776655,123 St,New York,CA,US,60601,6/15/2020,12/1/2022,,,,Spanish,Mobile,REF123,0
CUST1869,Alice,,Male,user718@example.com,9123456780,,,TX,,,6/15/2020,12/1/2022,0,,5,,Desktop,REF123,3
CUST7138,Sam,40,Other,user489@example.com,9988776655,,Chicago,,,,11/20/2019,,,Active,1,,,REF123,
CUST6686,Jane Smith,50,Female,user811@example.com,,,Houston,,,,6/15/2020,12/1/2022,250.5,Cancelled,2,English,Desktop,REF456,1
CUST4394,,40,Other,user882@example.com,9876543210,789 Blvd,Chicago,,,10001,6/15/2020,12/1/2022,,,5,,Desktop,REF123,
CUST6402,Sam,50,,,9876543210,789 Blvd,Los Angeles,TX,,,6/15/2020,,0,Active,5,English,,,0
CUST2228,John Doe,25,F,,9123456780,789 Blvd,Chicago,NY,,60601,11/20/2019,,1000,Active,3,French,Desktop,REF123,
CUST1915,John Doe,25,Female,,9123456780,789 Blvd,Los Angeles,,USA,60601,11/20/2019,5/5/2023,0,,5,Spanish,,REF456,2
CUST3260,Jane Smith,50,F,user855@example.com,9988776655,,New York,NY,USA,,1/1/2021,12/1/2022,100,Active,3,English,Mobile,,2
CUST1941,,45,M,user826@example.com,9988776655,,Chicago,CA,US,90001,,5/5/2023,1000,Inactive,1,,Mobile,,1
CUST7102,John Doe,40,M,user99@example.com,,789 Blvd,New York,,USA,90001,6/15/2020,,1000,,2,French,,,1
CUST5786,Alice,35,F,user700@example.com,9876543210,789 Blvd,Chicago,CA,US,,1/1/2021,5/5/2023,0,Cancelled,3,,,,2
CUST9907,Alice,40,Other,,9123456780,456 Ave,Chicago,,USA,60601,,,250.5,,4,French,Tablet,REF456,
CUST4281,,45,Other,user352@example.com,,,New York,,US,,1/1/2021,,1000,,2,,,,3
CUST8206,,,M,user609@example.com,9988776655,123 St,New York,NY,US,90001,6/15/2020,,1000,Cancelled,4,,Desktop,REF456,
CUST6130,Alice,,Male,user775@example.com,,123 St,New York,TX,,90001,1/1/2021,,,,,English,Tablet,REF456,3
CUST9251,,50,M,,9988776655,,Chicago,TX,,90001,1/1/2021,5/5/2023,,Cancelled,1,,Desktop,REF456,
CUST1598,,45,F,user153@example.com,9988776655,,,,US,,11/20/2019,5/5/2023,100,Active,1,French,Desktop,REF123,3
CUST5574,,50,Female,,9876543210,,New York,,,,1/1/2021,,250.5,,,French,Desktop,REF456,
CUST8709,Jane Smith,35,M,user24@example.com,,123 St,Chicago,NY,,,1/1/2021,,1000,,2,,Desktop,,
CUST2504,Alice,,F,user777@example.com,9876543210,,Los Angeles,IL,US,10001,1/1/2021,,0,Active,1,,,REF456,2
CUST2976,Jane Smith,50,Female,,9123456780,123 St,Los Angeles,TX,US,90001,,,1000,Inactive,3,English,Desktop,,
CUST6448,Alice,30,F,user644@example.com,,789 Blvd,New York,NY,,10001,11/20/2019,,1000,Cancelled,2,,,,1
CUST1175,Sam,,Other,user238@example.com,,,,CA,US,60601,6/15/2020,5/5/2023,,,4,,,REF456,0
CUST3896,Jane Smith,45,,user585@example.com,,,Houston,,USA,60601,1/1/2021,12/1/2022,0,Inactive,5,,Mobile,REF456,0
CUST1596,,45,F,,,,Houston,NY,US,10001,6/15/2020,,0,,3,Spanish,,,1
CUST6127,Alice,45,Female,user409@example.com,,789 Blvd,,CA,,,11/20/2019,,,Inactive,3,Spanish,,REF456,0
CUST3907,Alice,30,Male,user759@example.com,,456 Ave,Chicago,IL,US,60601,1/1/2021,12/1/2022,1000,,2,English,,,1
CUST9263,Alice,,Female,user918@example.com,9988776655,,,IL,,10001,,,1000,Inactive,5,English,,,0
CUST7019,,30,M,user527@example.com,9123456780,123 St,,TX,,90001,6/15/2020,,0,Active,1,,,REF123,2
CUST4173,Jane Smith,45,,,9123456780,123 St,Chicago,,USA,10001,,5/5/2023,100,Inactive,3,English,,REF123,3
,Alice,40,Male,,,789 Blvd,Chicago,,,90001,6/15/2020,,,Inactive,,English,Desktop,REF456,
CUST4848,Jane Smith,30,F,user140@example.com,9876543210,789 Blvd,Los Angeles,NY,,90001,,5/5/2023,,,4,French,,REF123,0
CUST6010,Sam,,,,9123456780,456 Ave,New York,TX,USA,60601,1/1/2021,,1000,,,Spanish,,,
CUST5850,John Doe,35,Other,user348@example.com,,,Los Angeles,CA,USA,60601,11/20/2019,,0,Cancelled,3,,,REF456,
CUST4191,,35,F,user348@example.com,,,Los Angeles,,US,,6/15/2020,5/5/2023,,Cancelled,1,English,,REF456,
CUST8264,Alice,35,Other,user698@example.com,9988776655,789 Blvd,Chicago,IL,,,6/15/2020,,0,,,,Desktop,REF123,0
CUST6402,,,Other,user441@example.com,9988776655,456 Ave,Los Angeles,NY,,60601,11/20/2019,,,Active,3,,,REF123,0
CUST9672,,30,F,user548@example.com,,,New York,,US,60601,11/20/2019,,250.5,Active,1,,,,2
CUST5240,Sam,30,Female,user227@example.com,9876543210,,Houston,TX,USA,,1/1/2021,12/1/2022,0,Cancelled,4,English,Desktop,REF123,
CUST6957,Jane Smith,35,Other,user554@example.com,9123456780,,,IL,,90001,11/20/2019,,,Active,2,,Mobile,,
CUST5471,Alice,25,F,user683@example.com,9988776655,,,CA,,,1/1/2021,5/5/2023,,,4,,,,0
CUST6943,,30,Female,user719@example.com,9123456780,,,TX,,,11/20/2019,12/1/2022,250.5,Cancelled,,Spanish,Tablet,REF456,2
,John Doe,35,Other,user58@example.com,,123 St,Chicago,CA,,90001,6/15/2020,5/5/2023,100,Active,,French,,REF456,
CUST6303,,40,,user680@example.com,,,Los Angeles,NY,,,,,0,,4,French,Tablet,,3
CUST7328,,50,,user338@example.com,,,Houston,,USA,60601,1/1/2021,,1000,,,English,,,0
CUST9565,Alice,,Female,user192@example.com,,456 Ave,Houston,TX,,60601,,,,Cancelled,5,,,REF456,
CUST7787,,25,Female,user705@example.com,,,Houston,CA,USA,90001,1/1/2021,5/5/2023,250.5,,5,,,REF123,3
CUST5021,Alice,50,Male,user265@example.com,,123 St,Houston,IL,US,,,5/5/2023,0,,3,,,,2
CUST5350,Alice,25,M,user245@example.com,9123456780,,Chicago,NY,US,60601,,,1000,Cancelled,5,Spanish,Mobile,REF456,
CUST5225,Alice,45,M,,9988776655,789 Blvd,Houston,NY,,60601,,5/5/2023,,Inactive,,English,,,1
CUST6206,Alice,40,Male,user861@example.com,9123456780,,Chicago,,USA,,,5/5/2023,,,1,Spanish,Tablet,,3
CUST5605,John Doe,40,M,user272@example.com,,,New York,,US,,6/15/2020,,0,Inactive,4,Spanish,Desktop,REF456,0
CUST8865,John Doe,50,F,user669@example.com,9123456780,789 Blvd,New York,,,,1/1/2021,12/1/2022,1000,Cancelled,4,,Tablet,,2
,,25,Female,,9123456780,123 St,Chicago,TX,US,60601,11/20/2019,12/1/2022,0,,1,English,Tablet,,2
CUST6473,,45,M,user420@example.com,9123456780,789 Blvd,Houston,TX,USA,60601,,12/1/2022,100,,1,English,,,2
CUST9749,,30,Other,user282@example.com,,,Los Angeles,IL,US,10001,6/15/2020,5/5/2023,1000,,1,Spanish,,,2
